eval_id,query,normalized_query,query_type,difficulty,expected_record_ids,expected_group_id,expected_behavior,requested_field
E-REC-156-1,فحص إدراك اليومي,فحص ادراك اليومي,keyword,easy,REC-156,PROC-4.1,answer,
E-REC-156-2,وش فحص إدراك اليومي,وش فحص ادراك اليومي,colloquial,medium,REC-156,PROC-4.1,answer,
E-REC-156-3,وين ألقى فحص إدراك اليومي,وين القي فحص ادراك اليومي,formal,easy,REC-156,PROC-4.1,answer,
E-REC-156-4,إدراكك,ادراكك,typo,medium,REC-156,PROC-4.1,answer,
E-REC-156-5,Copy to H3 SQL Virtual Machine,copy to h3 sql virtual machine,bilingual,medium,REC-156,PROC-4.1,answer,
E-REC-157-1,فحص إدراك اليومي,فحص ادراك اليومي,keyword,easy,REC-157,PROC-4.1,answer,
E-REC-157-2,وش فحص إدراك اليومي,وش فحص ادراك اليومي,colloquial,medium,REC-157,PROC-4.1,answer,
E-REC-157-3,وين ألقى فحص إدراك اليومي,وين القي فحص ادراك اليومي,formal,easy,REC-157,PROC-4.1,answer,
E-REC-157-4,إدراكك,ادراكك,typo,medium,REC-157,PROC-4.1,answer,
E-REC-157-5,Copy to External Hard Drive,copy to external hard drive,bilingual,medium,REC-157,PROC-4.1,answer,
E-REC-158-1,فحص إدراك اليومي,فحص ادراك اليومي,keyword,easy,REC-158,PROC-4.1,answer,
E-REC-158-2,وش فحص إدراك اليومي,وش فحص ادراك اليومي,colloquial,medium,REC-158,PROC-4.1,answer,
E-REC-158-3,وين ألقى فحص إدراك اليومي,وين القي فحص ادراك اليومي,formal,easy,REC-158,PROC-4.1,answer,
E-REC-158-4,إدراكك,ادراكك,typo,medium,REC-158,PROC-4.1,answer,
E-REC-158-5,Interrupted or Incomplete Routine Task,interrupted or incomplete routine task,bilingual,medium,REC-158,PROC-4.1,answer,
E-REC-159-1,نسخ احتياطي شهري,نسخ احتياطي شهري,keyword,easy,REC-159,PROC-4.2,answer,
E-REC-159-2,وش نسخ احتياطي شهري,وش نسخ احتياطي شهري,colloquial,medium,REC-159,PROC-4.2,answer,
E-REC-159-3,وين ألقى نسخ احتياطي شهري,وين القي نسخ احتياطي شهري,formal,easy,REC-159,PROC-4.2,answer,
E-REC-159-4,ال ام اس,ال ام اس,typo,medium,REC-159,PROC-4.2,answer,
E-REC-159-5,Log in to H4 LMSi Virtual Machine,log in to h4 lmsi virtual machine,bilingual,medium,REC-159,PROC-4.2,answer,
E-REC-160-1,نسخ احتياطي شهري,نسخ احتياطي شهري,keyword,easy,REC-160,PROC-4.2,answer,
E-REC-160-2,وش نسخ احتياطي شهري,وش نسخ احتياطي شهري,colloquial,medium,REC-160,PROC-4.2,answer,
E-REC-160-3,وين ألقى نسخ احتياطي شهري,وين القي نسخ احتياطي شهري,formal,easy,REC-160,PROC-4.2,answer,
E-REC-160-4,إدراكك,ادراكك,typo,medium,REC-160,PROC-4.2,answer,
E-REC-160-5,Copy LMS Application,copy lms application,bilingual,medium,REC-160,PROC-4.2,answer,
E-REC-161-1,فهرس النماذج,فهرس النماذج,keyword,easy,REC-161,FORM-5.1,answer,
E-REC-161-2,وش فهرس النماذج,وش فهرس النماذج,colloquial,medium,REC-161,FORM-5.1,answer,
E-REC-161-3,وين ألقى فهرس النماذج,وين القي فهرس النماذج,formal,easy,REC-161,FORM-5.1,answer,
E-REC-161-4,إدراكك,ادراكك,typo,medium,REC-161,FORM-5.1,answer,
E-REC-161-5,EDRAK Routine Maintenance Card,edrak routine maintenance card,bilingual,medium,REC-161,FORM-5.1,answer,
E-REC-162-1,بطاقة صيانة إدراك,بطاقه صيانه ادراك,keyword,easy,REC-162,FORM-5.2.1,answer,
E-REC-162-2,وش بطاقة صيانة إدراك,وش بطاقه صيانه ادراك,colloquial,medium,REC-162,FORM-5.2.1,answer,
E-REC-162-3,وين ألقى بطاقة صيانة إدراك,وين القي بطاقه صيانه ادراك,formal,easy,REC-162,FORM-5.2.1,answer,
E-REC-162-4,إدراكك,ادراكك,typo,medium,REC-162,FORM-5.2.1,answer,
E-REC-162-5,Form Title,form title,bilingual,medium,REC-162,FORM-5.2.1,answer,
E-REC-163-1,بطاقة صيانة إدراك,بطاقه صيانه ادراك,keyword,easy,REC-163,FORM-5.2.1,answer,
E-REC-163-2,وش بطاقة صيانة إدراك,وش بطاقه صيانه ادراك,colloquial,medium,REC-163,FORM-5.2.1,answer,
E-REC-163-3,وين ألقى بطاقة صيانة إدراك,وين القي بطاقه صيانه ادراك,formal,easy,REC-163,FORM-5.2.1,answer,
E-REC-163-4,إدراكك,ادراكك,typo,medium,REC-163,FORM-5.2.1,answer,
E-REC-163-5,Control Number,control number,bilingual,medium,REC-163,FORM-5.2.1,answer,
E-REC-164-1,بطاقة صيانة إدراك,بطاقه صيانه ادراك,keyword,easy,REC-164,FORM-5.2.1,answer,
E-REC-164-2,وش بطاقة صيانة إدراك,وش بطاقه صيانه ادراك,colloquial,medium,REC-164,FORM-5.2.1,answer,
E-REC-164-3,وين ألقى بطاقة صيانة إدراك,وين القي بطاقه صيانه ادراك,formal,easy,REC-164,FORM-5.2.1,answer,
E-REC-164-4,إدراكك,ادراكك,typo,medium,REC-164,FORM-5.2.1,answer,
E-REC-164-5,Daily Week 1 Section,daily week 1 section,bilingual,medium,REC-164,FORM-5.2.1,answer,
E-REC-165-1,بطاقة صيانة إدراك,بطاقه صيانه ادراك,keyword,easy,REC-165,FORM-5.2.1,answer,
E-REC-165-2,وش بطاقة صيانة إدراك,وش بطاقه صيانه ادراك,colloquial,medium,REC-165,FORM-5.2.1,answer,
E-REC-165-3,وين ألقى بطاقة صيانة إدراك,وين القي بطاقه صيانه ادراك,formal,easy,REC-165,FORM-5.2.1,answer,
E-REC-165-4,إدراكك,ادراكك,typo,medium,REC-165,FORM-5.2.1,answer,
E-REC-165-5,Daily Week 2 Section,daily week 2 section,bilingual,medium,REC-165,FORM-5.2.1,answer,
E-REC-166-1,بطاقة صيانة إدراك,بطاقه صيانه ادراك,keyword,easy,REC-166,FORM-5.2.1,answer,
E-REC-166-2,وش بطاقة صيانة إدراك,وش بطاقه صيانه ادراك,colloquial,medium,REC-166,FORM-5.2.1,answer,
E-REC-166-3,وين ألقى بطاقة صيانة إدراك,وين القي بطاقه صيانه ادراك,formal,easy,REC-166,FORM-5.2.1,answer,
E-REC-166-4,إدراكك,ادراكك,typo,medium,REC-166,FORM-5.2.1,answer,
E-REC-166-5,Daily Week 3 Section,daily week 3 section,bilingual,medium,REC-166,FORM-5.2.1,answer,
E-REC-167-1,بطاقة صيانة إدراك,بطاقه صيانه ادراك,keyword,easy,REC-167,FORM-5.2.1,answer,
E-REC-167-2,وش بطاقة صيانة إدراك,وش بطاقه صيانه ادراك,colloquial,medium,REC-167,FORM-5.2.1,answer,
E-REC-167-3,وين ألقى بطاقة صيانة إدراك,وين القي بطاقه صيانه ادراك,formal,easy,REC-167,FORM-5.2.1,answer,
E-REC-167-4,إدراكك,ادراكك,typo,medium,REC-167,FORM-5.2.1,answer,
E-REC-167-5,Daily Week 4 Section,daily week 4 section,bilingual,medium,REC-167,FORM-5.2.1,answer,
E-REC-168-1,بطاقة صيانة إدراك,بطاقه صيانه ادراك,keyword,easy,REC-168,FORM-5.2.1,answer,
E-REC-168-2,وش بطاقة صيانة إدراك,وش بطاقه صيانه ادراك,colloquial,medium,REC-168,FORM-5.2.1,answer,
E-REC-168-3,وين ألقى بطاقة صيانة إدراك,وين القي بطاقه صيانه ادراك,formal,easy,REC-168,FORM-5.2.1,answer,
E-REC-168-4,إدراكك,ادراكك,typo,medium,REC-168,FORM-5.2.1,answer,
E-REC-168-5,Monthly Section,monthly section,bilingual,medium,REC-168,FORM-5.2.1,answer,
E-REC-169-1,بطاقة صيانة إدراك,بطاقه صيانه ادراك,keyword,easy,REC-169,FORM-5.2.1,answer,
E-REC-169-2,وش بطاقة صيانة إدراك,وش بطاقه صيانه ادراك,colloquial,medium,REC-169,FORM-5.2.1,answer,
E-REC-169-3,وين ألقى بطاقة صيانة إدراك,وين القي بطاقه صيانه ادراك,formal,easy,REC-169,FORM-5.2.1,answer,
E-REC-169-4,إدراكك,ادراكك,typo,medium,REC-169,FORM-5.2.1,answer,
E-REC-169-5,Date Field,date field,bilingual,medium,REC-169,FORM-5.2.1,answer,
E-REC-170-1,بطاقة صيانة إدراك,بطاقه صيانه ادراك,keyword,easy,REC-170,FORM-5.2.1,answer,
E-REC-170-2,وش بطاقة صيانة إدراك,وش بطاقه صيانه ادراك,colloquial,medium,REC-170,FORM-5.2.1,answer,
E-REC-170-3,وين ألقى بطاقة صيانة إدراك,وين القي بطاقه صيانه ادراك,formal,easy,REC-170,FORM-5.2.1,answer,
E-REC-170-4,إدراكك,ادراكك,typo,medium,REC-170,FORM-5.2.1,answer,
E-REC-170-5,IT Specialist PRN Field,it specialist prn field,bilingual,medium,REC-170,FORM-5.2.1,answer,
E-REC-171-1,بطاقة صيانة إدراك,بطاقه صيانه ادراك,keyword,easy,REC-171,FORM-5.2.1,answer,
E-REC-171-2,وش بطاقة صيانة إدراك,وش بطاقه صيانه ادراك,colloquial,medium,REC-171,FORM-5.2.1,answer,
E-REC-171-3,وين ألقى بطاقة صيانة إدراك,وين القي بطاقه صيانه ادراك,formal,easy,REC-171,FORM-5.2.1,answer,
E-REC-171-4,إدراكك,ادراكك,typo,medium,REC-171,FORM-5.2.1,answer,
E-REC-171-5,IT Specialist Signature Field,it specialist signature field,bilingual,medium,REC-171,FORM-5.2.1,answer,
E-REC-172-1,بطاقة صيانة إدراك,بطاقه صيانه ادراك,keyword,easy,REC-172,FORM-5.2.1,answer,
E-REC-172-2,وش بطاقة صيانة إدراك,وش بطاقه صيانه ادراك,colloquial,medium,REC-172,FORM-5.2.1,answer,
E-REC-172-3,وين ألقى بطاقة صيانة إدراك,وين القي بطاقه صيانه ادراك,formal,easy,REC-172,FORM-5.2.1,answer,
E-REC-172-4,إدراكك,ادراكك,typo,medium,REC-172,FORM-5.2.1,answer,
E-REC-172-5,Remarks Field,remarks field,bilingual,medium,REC-172,FORM-5.2.1,answer,
E-REC-173-1,دليل إجراءات تقنية المعلومات,دليل اجراءات تقنيه المعلومات,keyword,easy,REC-173,DOC-METADATA,answer,
E-REC-173-2,وش دليل إجراءات تقنية المعلومات,وش دليل اجراءات تقنيه المعلومات,colloquial,medium,REC-173,DOC-METADATA,answer,
E-REC-173-3,وين ألقى دليل إجراءات تقنية المعلومات,وين القي دليل اجراءات تقنيه المعلومات,formal,easy,REC-173,DOC-METADATA,answer,
E-REC-173-4,منيوال,منيوال,typo,medium,REC-173,DOC-METADATA,answer,
E-REC-173-5,Back Cover Manual Title,back cover manual title,bilingual,medium,REC-173,DOC-METADATA,answer,
E-REC-003-when,متى نسوي دليل إجراءات تقنية المعلومات؟,متي نسوي دليل اجراءات تقنيه المعلومات؟,field_specific,medium,REC-003,DOC-METADATA,answer,when
E-REC-008-who,مين مسؤول عن دليل إجراءات تقنية المعلومات؟,مين مسوول عن دليل اجراءات تقنيه المعلومات؟,field_specific,medium,REC-008,DOC-METADATA,answer,who
E-REC-010-who,مين مسؤول عن اعتماد الدليل؟,مين مسوول عن اعتماد الدليل؟,field_specific,medium,REC-010,SEC-1.2,answer,who
E-REC-011-who,مين مسؤول عن اعتماد الدليل؟,مين مسوول عن اعتماد الدليل؟,field_specific,medium,REC-011,SEC-1.2,answer,who
E-REC-012-who,مين مسؤول عن اعتماد الدليل؟,مين مسوول عن اعتماد الدليل؟,field_specific,medium,REC-012,SEC-1.2,answer,who
E-REC-013-who,مين مسؤول عن اعتماد الدليل؟,مين مسوول عن اعتماد الدليل؟,field_specific,medium,REC-013,SEC-1.2,answer,who
E-REC-014-who,مين مسؤول عن اعتماد الدليل؟,مين مسوول عن اعتماد الدليل؟,field_specific,medium,REC-014,SEC-1.2,answer,who
E-REC-014-when,متى نسوي اعتماد الدليل؟,متي نسوي اعتماد الدليل؟,field_specific,medium,REC-014,SEC-1.2,answer,when
E-REC-015-who,مين مسؤول عن اعتماد الدليل؟,مين مسوول عن اعتماد الدليل؟,field_specific,medium,REC-015,SEC-1.2,answer,who
E-REC-015-when,متى نسوي اعتماد الدليل؟,متي نسوي اعتماد الدليل؟,field_specific,medium,REC-015,SEC-1.2,answer,when
E-REC-016-who,مين مسؤول عن اعتماد الدليل؟,مين مسوول عن اعتماد الدليل؟,field_specific,medium,REC-016,SEC-1.2,answer,who
E-REC-017-who,مين مسؤول عن اعتماد الدليل؟,مين مسوول عن اعتماد الدليل؟,field_specific,medium,REC-017,SEC-1.2,answer,who
E-REC-017-when,متى نسوي اعتماد الدليل؟,متي نسوي اعتماد الدليل؟,field_specific,medium,REC-017,SEC-1.2,answer,when
E-REC-018-who,مين مسؤول عن اعتماد الدليل؟,مين مسوول عن اعتماد الدليل؟,field_specific,medium,REC-018,SEC-1.2,answer,who
E-REC-018-when,متى نسوي اعتماد الدليل؟,متي نسوي اعتماد الدليل؟,field_specific,medium,REC-018,SEC-1.2,answer,when
E-REC-019-who,مين مسؤول عن اعتماد الدليل؟,مين مسوول عن اعتماد الدليل؟,field_specific,medium,REC-019,SEC-1.2,answer,who
E-REC-019-when,متى نسوي اعتماد الدليل؟,متي نسوي اعتماد الدليل؟,field_specific,medium,REC-019,SEC-1.2,answer,when
E-REC-020-when,متى نسوي سجل الإصدارات؟,متي نسوي سجل الاصدارات؟,field_specific,medium,REC-020,SEC-1.3,answer,when
E-REC-021-when,متى نسوي سجل الإصدارات؟,متي نسوي سجل الاصدارات؟,field_specific,medium,REC-021,SEC-1.3,answer,when
E-REC-022-when,متى نسوي سجل الإصدارات؟,متي نسوي سجل الاصدارات؟,field_specific,medium,REC-022,SEC-1.3,answer,when
E-REC-023-when,متى نسوي سجل الإصدارات؟,متي نسوي سجل الاصدارات؟,field_specific,medium,REC-023,SEC-1.3,answer,when
E-REC-024-when,متى نسوي سجل الإصدارات؟,متي نسوي سجل الاصدارات؟,field_specific,medium,REC-024,SEC-1.3,answer,when
E-REC-025-when,متى نسوي سجل الإصدارات؟,متي نسوي سجل الاصدارات؟,field_specific,medium,REC-025,SEC-1.3,answer,when
E-REC-026-when,متى نسوي سجل الصفحات الفعالة؟,متي نسوي سجل الصفحات الفعاله؟,field_specific,medium,REC-026,SEC-1.4,answer,when
E-REC-026-target,كم الهدف المطلوب في سجل الصفحات الفعالة؟,كم الهدف المطلوب في سجل الصفحات الفعاله؟,field_specific,medium,REC-026,SEC-1.4,answer,target
E-REC-034-who,مين مسؤول عن غرض الدليل؟,مين مسوول عن غرض الدليل؟,field_specific,medium,REC-034,SEC-1.6,answer,who
E-REC-035-who,مين مسؤول عن غرض الدليل؟,مين مسوول عن غرض الدليل؟,field_specific,medium,REC-035,SEC-1.6,answer,who
E-REC-036-when,متى نسوي ضبط الوثائق؟,متي نسوي ضبط الوثايق؟,field_specific,medium,REC-036,SEC-1.7,answer,when
E-REC-037-when,متى نسوي ضبط الوثائق؟,متي نسوي ضبط الوثايق؟,field_specific,medium,REC-037,SEC-1.7,answer,when
E-REC-039-where,وين ينحفظ حفظ السجلات؟,وين ينحفظ حفظ السجلات؟,field_specific,medium,REC-039,SEC-1.7.1,answer,where
E-REC-039-retention,كم مدة الاحتفاظ بـ حفظ السجلات؟,كم مده الاحتفاظ ب حفظ السجلات؟,field_specific,medium,REC-039,SEC-1.7.1,answer,retention
E-REC-040-where,وين ينحفظ حفظ السجلات؟,وين ينحفظ حفظ السجلات؟,field_specific,medium,REC-040,SEC-1.7.1,answer,where
E-REC-040-retention,كم مدة الاحتفاظ بـ حفظ السجلات؟,كم مده الاحتفاظ ب حفظ السجلات؟,field_specific,medium,REC-040,SEC-1.7.1,answer,retention
E-REC-041-where,وين ينحفظ حفظ السجلات؟,وين ينحفظ حفظ السجلات؟,field_specific,medium,REC-041,SEC-1.7.1,answer,where
E-REC-041-retention,كم مدة الاحتفاظ بـ حفظ السجلات؟,كم مده الاحتفاظ ب حفظ السجلات؟,field_specific,medium,REC-041,SEC-1.7.1,answer,retention
E-REC-042-where,وين ينحفظ تخزين السجلات؟,وين ينحفظ تخزين السجلات؟,field_specific,medium,REC-042,SEC-1.7.2,answer,where
E-REC-043-where,وين ينحفظ تخزين السجلات؟,وين ينحفظ تخزين السجلات؟,field_specific,medium,REC-043,SEC-1.7.2,answer,where
E-REC-044-where,وين ينحفظ تخزين السجلات؟,وين ينحفظ تخزين السجلات؟,field_specific,medium,REC-044,SEC-1.7.2,answer,where
E-REC-045-when,متى نسوي تخزين السجلات؟,متي نسوي تخزين السجلات؟,field_specific,medium,REC-045,SEC-1.7.2,answer,when
E-REC-046-retention,كم مدة الاحتفاظ بـ تخزين السجلات؟,كم مده الاحتفاظ ب تخزين السجلات؟,field_specific,medium,REC-046,SEC-1.7.2,answer,retention
E-REC-047-who,مين مسؤول عن تخزين السجلات؟,مين مسوول عن تخزين السجلات؟,field_specific,medium,REC-047,SEC-1.7.2,answer,who
E-REC-047-when,متى نسوي تخزين السجلات؟,متي نسوي تخزين السجلات؟,field_specific,medium,REC-047,SEC-1.7.2,answer,when
E-REC-048-retention,كم مدة الاحتفاظ بـ تخزين السجلات؟,كم مده الاحتفاظ ب تخزين السجلات؟,field_specific,medium,REC-048,SEC-1.7.2,answer,retention
E-REC-049-where,وين ينحفظ تخزين السجلات؟,وين ينحفظ تخزين السجلات؟,field_specific,medium,REC-049,SEC-1.7.2,answer,where
E-REC-049-retention,كم مدة الاحتفاظ بـ تخزين السجلات؟,كم مده الاحتفاظ ب تخزين السجلات؟,field_specific,medium,REC-049,SEC-1.7.2,answer,retention
E-REC-050-where,وين ينحفظ تخزين السجلات؟,وين ينحفظ تخزين السجلات؟,field_specific,medium,REC-050,SEC-1.7.2,answer,where
E-REC-050-retention,كم مدة الاحتفاظ بـ تخزين السجلات؟,كم مده الاحتفاظ ب تخزين السجلات؟,field_specific,medium,REC-050,SEC-1.7.2,answer,retention
E-REC-051-where,وين ينحفظ تخزين السجلات؟,وين ينحفظ تخزين السجلات؟,field_specific,medium,REC-051,SEC-1.7.2,answer,where
E-REC-051-retention,كم مدة الاحتفاظ بـ تخزين السجلات؟,كم مده الاحتفاظ ب تخزين السجلات؟,field_specific,medium,REC-051,SEC-1.7.2,answer,retention
E-REC-058-who,مين مسؤول عن مهام قسم تقنية المعلومات؟,مين مسوول عن مهام قسم تقنيه المعلومات؟,field_specific,medium,REC-058,CH-2,answer,who
E-REC-059-who,مين مسؤول عن أهداف الجودة؟,مين مسوول عن اهداف الجوده؟,field_specific,medium,REC-059,SEC-2.1,answer,who
E-REC-060-who,مين مسؤول عن أهداف الجودة؟,مين مسوول عن اهداف الجوده؟,field_specific,medium,REC-060,SEC-2.1,answer,who
E-REC-061-who,مين مسؤول عن أهداف الجودة؟,مين مسوول عن اهداف الجوده؟,field_specific,medium,REC-061,SEC-2.1,answer,who
E-REC-061-when,متى نسوي أهداف الجودة؟,متي نسوي اهداف الجوده؟,field_specific,medium,REC-061,SEC-2.1,answer,when
E-REC-066-who,مين مسؤول عن مؤشرات الأداء؟,مين مسوول عن موشرات الاداء؟,field_specific,medium,REC-066,SEC-2.1.1,answer,who
E-REC-069-who,مين مسؤول عن مؤشرات الأداء؟,مين مسوول عن موشرات الاداء؟,field_specific,medium,REC-069,SEC-2.1.1,answer,who
E-REC-069-when,متى نسوي مؤشرات الأداء؟,متي نسوي موشرات الاداء؟,field_specific,medium,REC-069,SEC-2.1.1,answer,when
E-REC-069-target,كم الهدف المطلوب في مؤشرات الأداء؟,كم الهدف المطلوب في موشرات الاداء؟,field_specific,medium,REC-069,SEC-2.1.1,answer,target
E-REC-070-who,مين مسؤول عن مؤشرات الأداء؟,مين مسوول عن موشرات الاداء؟,field_specific,medium,REC-070,SEC-2.1.1,answer,who
E-REC-070-when,متى نسوي مؤشرات الأداء؟,متي نسوي موشرات الاداء؟,field_specific,medium,REC-070,SEC-2.1.1,answer,when
E-REC-070-target,كم الهدف المطلوب في مؤشرات الأداء؟,كم الهدف المطلوب في موشرات الاداء؟,field_specific,medium,REC-070,SEC-2.1.1,answer,target
E-REC-072-who,مين مسؤول عن الهيكل التنظيمي؟,مين مسوول عن الهيكل التنظيمي؟,field_specific,medium,REC-072,SEC-2.2,answer,who
E-REC-073-who,مين مسؤول عن الهيكل التنظيمي؟,مين مسوول عن الهيكل التنظيمي؟,field_specific,medium,REC-073,SEC-2.2,answer,who
E-REC-074-who,مين مسؤول عن الهيكل التنظيمي؟,مين مسوول عن الهيكل التنظيمي؟,field_specific,medium,REC-074,SEC-2.2,answer,who
E-REC-075-who,مين مسؤول عن الهيكل التنظيمي؟,مين مسوول عن الهيكل التنظيمي؟,field_specific,medium,REC-075,SEC-2.2,answer,who
E-REC-076-who,مين مسؤول عن مهام ومسؤوليات موظفي تقنية المعلومات؟,مين مسوول عن مهام ومسووليات موظفي تقنيه المعلومات؟,field_specific,medium,REC-076,SEC-2.3,answer,who
E-REC-081-who,مين مسؤول عن فريش ديسك؟,مين مسوول عن فريش ديسك؟,field_specific,medium,REC-081,SEC-2.5,answer,who
E-REC-082-who,مين مسؤول عن فريش ديسك؟,مين مسوول عن فريش ديسك؟,field_specific,medium,REC-082,SEC-2.5,answer,who
E-REC-084-who,مين مسؤول عن فريش ديسك؟,مين مسوول عن فريش ديسك؟,field_specific,medium,REC-084,SEC-2.5,answer,who
E-REC-084-when,متى نسوي فريش ديسك؟,متي نسوي فريش ديسك؟,field_specific,medium,REC-084,SEC-2.5,answer,when
E-REC-085-who,مين مسؤول عن فريش ديسك؟,مين مسوول عن فريش ديسك؟,field_specific,medium,REC-085,SEC-2.5,answer,who
E-REC-085-when,متى نسوي فريش ديسك؟,متي نسوي فريش ديسك؟,field_specific,medium,REC-085,SEC-2.5,answer,when
E-REC-086-who,مين مسؤول عن فريش ديسك؟,مين مسوول عن فريش ديسك؟,field_specific,medium,REC-086,SEC-2.5,answer,who
E-REC-088-who,مين مسؤول عن فريش ديسك؟,مين مسوول عن فريش ديسك؟,field_specific,medium,REC-088,SEC-2.5,answer,who
E-REC-089-who,مين مسؤول عن فريش ديسك؟,مين مسوول عن فريش ديسك؟,field_specific,medium,REC-089,SEC-2.5,answer,who
E-REC-090-who,مين مسؤول عن فريش ديسك؟,مين مسوول عن فريش ديسك؟,field_specific,medium,REC-090,SEC-2.5,answer,who
E-REC-091-who,مين مسؤول عن فريش ديسك؟,مين مسوول عن فريش ديسك؟,field_specific,medium,REC-091,SEC-2.5,answer,who
E-REC-100-who,مين مسؤول عن نظام إدارة التدريب؟,مين مسوول عن نظام اداره التدريب؟,field_specific,medium,REC-100,SEC-2.6,answer,who
E-REC-101-who,مين مسؤول عن نظام إدارة التدريب؟,مين مسوول عن نظام اداره التدريب؟,field_specific,medium,REC-101,SEC-2.6,answer,who
E-REC-101-where,وين ينحفظ نظام إدارة التدريب؟,وين ينحفظ نظام اداره التدريب؟,field_specific,medium,REC-101,SEC-2.6,answer,where
E-REC-103-where,وين ينحفظ إدراك؟,وين ينحفظ ادراك؟,field_specific,medium,REC-103,SEC-2.7,answer,where
E-REC-104-who,مين مسؤول عن إدراك؟,مين مسوول عن ادراك؟,field_specific,medium,REC-104,SEC-2.7,answer,who
E-REC-106-when,متى نسوي تعطل النظام؟,متي نسوي تعطل النظام؟,field_specific,medium,REC-106,PROC-2.8,answer,when
E-REC-107-when,متى نسوي تعطل النظام؟,متي نسوي تعطل النظام؟,field_specific,medium,REC-107,PROC-2.8,answer,when
E-REC-108-when,متى نسوي تعطل النظام؟,متي نسوي تعطل النظام؟,field_specific,medium,REC-108,PROC-2.8,answer,when
E-REC-109-when,متى نسوي تعطل النظام؟,متي نسوي تعطل النظام؟,field_specific,medium,REC-109,PROC-2.8,answer,when
E-REC-109-target,كم الهدف المطلوب في تعطل النظام؟,كم الهدف المطلوب في تعطل النظام؟,field_specific,medium,REC-109,PROC-2.8,answer,target
E-REC-111-who,مين مسؤول عن تذكرة دعم؟,مين مسوول عن تذكره دعم؟,field_specific,medium,REC-111,PROC-3.1,answer,who
E-REC-112-who,مين مسؤول عن تذكرة دعم؟,مين مسوول عن تذكره دعم؟,field_specific,medium,REC-112,PROC-3.1,answer,who
E-REC-113-who,مين مسؤول عن تذكرة دعم؟,مين مسوول عن تذكره دعم؟,field_specific,medium,REC-113,PROC-3.1,answer,who
E-REC-114-who,مين مسؤول عن تذكرة دعم؟,مين مسوول عن تذكره دعم؟,field_specific,medium,REC-114,PROC-3.1,answer,who
E-REC-115-who,مين مسؤول عن تذكرة دعم؟,مين مسوول عن تذكره دعم؟,field_specific,medium,REC-115,PROC-3.1,answer,who
E-REC-116-who,مين مسؤول عن تذكرة دعم؟,مين مسوول عن تذكره دعم؟,field_specific,medium,REC-116,PROC-3.1,answer,who
E-REC-117-who,مين مسؤول عن تذكرة دعم؟,مين مسوول عن تذكره دعم؟,field_specific,medium,REC-117,PROC-3.1,answer,who
E-REC-118-who,مين مسؤول عن تذكرة دعم؟,مين مسوول عن تذكره دعم؟,field_specific,medium,REC-118,PROC-3.1,answer,who
E-REC-119-who,مين مسؤول عن تذكرة دعم؟,مين مسوول عن تذكره دعم؟,field_specific,medium,REC-119,PROC-3.1,answer,who
E-REC-120-who,مين مسؤول عن تذكرة دعم؟,مين مسوول عن تذكره دعم؟,field_specific,medium,REC-120,PROC-3.1,answer,who
E-REC-121-who,مين مسؤول عن تذكرة دعم؟,مين مسوول عن تذكره دعم؟,field_specific,medium,REC-121,PROC-3.1,answer,who
E-REC-122-who,مين مسؤول عن إنشاء مسار جديد؟,مين مسوول عن انشاء مسار جديد؟,field_specific,medium,REC-122,PROC-3.2,answer,who
E-REC-123-who,مين مسؤول عن إنشاء مسار جديد؟,مين مسوول عن انشاء مسار جديد؟,field_specific,medium,REC-123,PROC-3.2,answer,who
E-REC-124-who,مين مسؤول عن إنشاء مسار جديد؟,مين مسوول عن انشاء مسار جديد؟,field_specific,medium,REC-124,PROC-3.2,answer,who
E-REC-125-who,مين مسؤول عن إنشاء مسار جديد؟,مين مسوول عن انشاء مسار جديد؟,field_specific,medium,REC-125,PROC-3.2,answer,who
E-REC-126-who,مين مسؤول عن إنشاء مسار جديد؟,مين مسوول عن انشاء مسار جديد؟,field_specific,medium,REC-126,PROC-3.2,answer,who
E-REC-127-who,مين مسؤول عن إنشاء مسار جديد؟,مين مسوول عن انشاء مسار جديد؟,field_specific,medium,REC-127,PROC-3.2,answer,who
E-REC-128-who,مين مسؤول عن إنشاء مسار جديد؟,مين مسوول عن انشاء مسار جديد؟,field_specific,medium,REC-128,PROC-3.2,answer,who
E-REC-129-who,مين مسؤول عن إنشاء مسار جديد؟,مين مسوول عن انشاء مسار جديد؟,field_specific,medium,REC-129,PROC-3.2,answer,who
E-REC-130-who,مين مسؤول عن إنشاء مسار جديد؟,مين مسوول عن انشاء مسار جديد؟,field_specific,medium,REC-130,PROC-3.2,answer,who
E-REC-131-who,مين مسؤول عن إنشاء مسار جديد؟,مين مسوول عن انشاء مسار جديد؟,field_specific,medium,REC-131,PROC-3.2,answer,who
E-REC-132-who,مين مسؤول عن إنشاء مسار جديد؟,مين مسوول عن انشاء مسار جديد؟,field_specific,medium,REC-132,PROC-3.2,answer,who
E-REC-133-who,مين مسؤول عن إنشاء مسار جديد؟,مين مسوول عن انشاء مسار جديد؟,field_specific,medium,REC-133,PROC-3.2,answer,who
E-REC-134-who,مين مسؤول عن إنشاء مسار جديد؟,مين مسوول عن انشاء مسار جديد؟,field_specific,medium,REC-134,PROC-3.2,answer,who
E-REC-135-who,مين مسؤول عن صيانة إدراك؟,مين مسوول عن صيانه ادراك؟,field_specific,medium,REC-135,PROC-4,answer,who
